名称,平台,评分,官方订阅价格,功能描述,官方网站,Setapp链接
Hookmark,Mac,83,2.99,"Hookmark — Bookmark manager for Mac. Link directly to files, PDFs, emails, and web pages for fast access.",https://www.hookmark.com,https://setapp.com/apps/hookmark
Houdahspot,Mac,81,0.0,HoudahSpot — File search tool for Mac. Use advanced filters and reusable templates for fast results.,https://www.houdahspot.com,https://setapp.com/apps/houdahspot
Hustl,Mac,95,0.0,"Hustl — Time-lapse recorder for Mac. Capture your screen work, speedpaints, coding, or design process.",https://www.hustl.com,https://setapp.com/apps/hustl
In Your Face,Mac,83,79.99,In Your Face — Meeting reminder app for Mac. Get full-screen alerts for upcoming events.,https://www.inyourface.com,https://setapp.com/apps/in-your-face
Keycue,Mac,87,149.99,"KeyCue — Keyboard shortcut helper for Mac. Discover, learn, and master app shortcuts instantly.",https://www.keycue.com,https://setapp.com/apps/keycue
Keykey Typing Tutor,Mac,90,79.99,"Learn to type fast without looking! KeyKey Typing Tutor is the app that teaches you foundational keyboard skills, so you can type with speed and accuracy just after a few sessions.",https://www.keykeytypingtutor.com,https://setapp.com/apps/keykey-typing-tutor
Keysmith,iOS,80,39.99,Keysmith — Create custom macros on Mac. Automate repetitive tasks and speed up your daily workflows.,https://www.keysmith.com,https://setapp.com/apps/keysmith
Lacona,Mac,82,19.99,"Lacona — Productivity assistant for Mac. Use natural language commands to play music, convert units, and more.",https://www.lacona.com,https://setapp.com/apps/lacona
Launcher With Multiple Widgets,Mac,83,59.99,启动器和小部件工具,https://www.launcherwithmultiplewidgets.com,https://setapp.com/apps/launcher-with-multiple-widgets
Leave Me Alone,"Mac, iOS",85,149.99,"Leave Me Alone — Email management app. Unsubscribe, block spam, and keep your inbox clean.",https://www.leavemealone.com,https://setapp.com/apps/leave-me-alone
Magic Window Air,Mac,94,2.99,Magic Window Air — Transform your Mac with 4K aerial screen savers. Beautify your display with stunning video footage.,https://www.magicwindowair.com,https://setapp.com/apps/magic-window-air
Marsedit,Mac,94,59.99,"Unveil the new way to create, edit, and publish blog articles. MarsEdit makes you free from internet connection dependencies and streamlines content creation.",https://www.marsedit.com,https://setapp.com/apps/marsedit
Mate Translate,Mac,86,14.99,Mate Translate — Translation app for Mac. Translate instantly in 103 languages from your menu bar.,https://www.matetranslate.com,https://setapp.com/apps/mate-translate
Mental Walk,Mac,88,14.99,心理健康和冥想应用,https://www.mentalwalk.com,https://setapp.com/apps/mental-walk
Menubarx,Mac,80,0.0,MenubarX — Lightweight browser for Mac menu bar. Quickly access and manage favorite web pages.,https://www.menubarx.com,https://setapp.com/apps/menubarx
Mimir,"Mac, iOS",84,2.99,"Mimir — Podcast app for Mac and iOS with curation, silence skip, and continuous playback.",https://www.mimir.com,https://setapp.com/apps/mimir
Mission Control Plus,Mac,84,149.99,"Get Mission Control Plus, an improved version of Apple’s native tool for viewing and closing open windows on Mac’s desktop. The familiar tool with a huge benefit.",https://www.missioncontrolplus.com,https://setapp.com/apps/mission-control-plus
Monsterwriter,Mac,94,2.99,"MonsterWriter — Academic writing app for Mac. Create and format theses, papers, and articles easily.",https://www.monsterwriter.com,https://setapp.com/apps/monsterwriter
Moonitor,Mac,95,39.99,"Simply know how your crypto assets are performing at a glance. Moonitor automatically pulls the latest data from top exchanges, so you don’t have to.",https://www.moonitor.com,https://setapp.com/apps/moonitor
Murmurtype,Mac,95,0.0,Murmurtype - 专业的Mac应用程序，提升您的工作效率,https://www.murmurtype.com,https://setapp.com/apps/murmurtype
Muse,"Mac, iOS",81,9.99,"Muse — Whiteboard app for Mac to plan projects, design concepts, storyboards, and presentations with ease.",https://www.muse.com,https://setapp.com/apps/muse
Netspot,Mac,80,29.99,NetSpot — Analyze and manage Wi-Fi networks on Mac. Perfect for network troubleshooting and deployment.,https://www.netspot.com,https://setapp.com/apps/netspot
News Explorer,Mac,86,149.99,"News Explorer — RSS reader for Mac. Stay up to date with a simple, elegant news app.",https://www.newsexplorer.com,https://setapp.com/apps/news-explorer
Nitro Pdf Pro,"Mac, iOS",88,149.99,"Nitro PDF Pro — PDF editor for Mac. Convert, annotate, merge, and collaborate on documents.",https://www.nitropdfpro.com,https://setapp.com/apps/nitro-pdf-pro
Notchnook,Mac,87,99.99,NotchNook — Control your Mac from the notch. Take full advantage of the space around your Mac’s notch for seamless navigation.,https://www.notchnook.com,https://setapp.com/apps/notchnook
Novabench,Mac,92,0.0,"Novabench — Benchmark app for Mac to test CPU, GPU, RAM, and disk performance.",https://www.novabench.com,https://setapp.com/apps/novabench
Numi,Mac,86,14.99,"Numi — Smart calculator for Mac that handles math, conversions, percentages, and more.",https://www.numi.com,https://setapp.com/apps/numi
Openin,Mac,85,2.99,OpenIn — File and link manager for Mac. Choose preferred apps and browsers to save time.,https://www.openin.com,https://setapp.com/apps/openin
Paletro,Mac,86,14.99,Retrieve available commands for the app you are using with hotkey combination cmd+shift+P to use app functionality without taking your hands off the keyboard.,https://www.paletro.com,https://setapp.com/apps/paletro
Pdf Pals,Mac,93,59.99,PDF Pals — AI document assistant for Mac. Chat with your PDFs and get instant answers.,https://www.pdfpals.com,https://setapp.com/apps/pdf-pals
Pdf Search,"Mac, iOS",91,14.99,"From time to time, everyone needs to do a PDF document search on Mac. And when pages are in thousands, PDF Search become irreplaceable.",https://www.pdfsearch.com,https://setapp.com/apps/pdf-search
Pdf Squeezer,"Mac, iOS",80,29.99,PDF Squeezer — PDF compressor for Mac. Shrink file sizes quickly with simple drag-and-drop.,https://www.pdfsqueezer.com,https://setapp.com/apps/pdf-squeezer
Pie Menu,Mac,94,79.99,"Pie Menu — Floating radial menu for Mac. Get quick, app-specific shortcuts with a single click.",https://www.piemenu.com,https://setapp.com/apps/pie-menu
Pliimpro,Mac,87,0.0,"PliimPRO — Presentation mode app for Mac. Hide notifications, files, and clutter to share your screen distraction-free.",https://www.pliimpro.com,https://setapp.com/apps/pliimpro
Plus,Mac,88,0.0,"Plus — AI assistant for Mac that helps you write, translate, summarize, and explain text instantly.",https://www.plus.com,https://setapp.com/apps/plus
Pocketcas,Mac,85,19.99,"There’s no way you can fail the next math exam if you have this app installed on your Mac. Solve equations, draw plots, and handle every single algebra scenario — effortlessly.",https://www.pocketcas.com,https://setapp.com/apps/pocketcas
Popclip,Mac,90,149.99,"PopClip — Text selection tool for Mac. Copy, paste, search, check spelling, and run quick actions instantly.",https://www.popclip.com,https://setapp.com/apps/popclip
Quitall,Mac,81,9.99,一键退出所有应用程序,https://www.quitall.com,https://setapp.com/apps/quitall
Ready To Send,"Mac, iOS",83,99.99,Ready to Send — Draft Gmail replies automatically on Mac. Save time with smart responses for common emails.,https://www.readytosend.com,https://setapp.com/apps/ready-to-send
Remote Mouse,Mac,86,59.99,"Remote Mouse — Control your Mac from your phone as a mouse, keyboard, and trackpad.",https://www.remotemouse.com,https://setapp.com/apps/remote-mouse
Renamer,Mac,82,4.99,"Renamer — Batch file renaming app for Mac. Organize photos, documents, and archives fast.",https://www.renamer.com,https://setapp.com/apps/renamer
Rocket Typist,"Mac, iOS",90,79.99,Rocket Typist — Text expander for Mac. Save and reuse common phrases automatically.,https://www.rockettypist.com,https://setapp.com/apps/rocket-typist
Screenfloat,Mac,91,2.99,"ScreenFloat — Screenshot app for Mac. Capture, annotate, and manage floating screenshots.",https://www.screenfloat.com,https://setapp.com/apps/screenfloat
Secrets,"Mac, iOS",80,39.99,Secrets 4 — Secure password and credit card manager for Mac with encrypted storage.,https://www.secrets.com,https://setapp.com/apps/secrets
Session,"Mac, iOS",83,9.99,Session — Focus better with timed work sessions and breaks. A great Pomodoro-style tool for Mac users.,https://www.session.com,https://setapp.com/apps/session
Sidenotes,Mac,92,0.0,"Meet an improvement for your Mac’s desktop — SideNotes. It’s a handy sidebar app that allows to keep important text, code, and image notes on one side of your screen.",https://www.sidenotes.com,https://setapp.com/apps/sidenotes
Sidebar,Mac,80,14.99,Sidebar — Customizable Dock alternative for Mac to organize apps and workflows.,https://www.sidebar.com,https://setapp.com/apps/sidebar
Silenz,Mac,91,2.99,"Silence distractions, whether they come from the outside or from your headphones. Silenz is a unique addition to headphones that tracks sounds around your and adjusts your music flow accordingly.",https://www.silenz.com,https://setapp.com/apps/silenz
Slidepad,Mac,83,79.99,"Discover Slidepad, a lightweight browser that takes the iPad’s Slide Over feature to macOS. Work inside multiple apps from a single slide over window on Mac.",https://www.slidepad.com,https://setapp.com/apps/slidepad
Small Cloud,Mac,90,9.99,Small Cloud - 专业的Mac应用程序，为您的工作和生活带来便利,https://www.smallcloud.com,https://setapp.com/apps/small-cloud
Snippetslab,Mac,81,19.99,"SnippetsLab — Code snippet manager for Mac. Organize, edit, preview, and sync snippets with GitHub.",https://www.snippetslab.com,https://setapp.com/apps/snippetslab
Soulver,"Mac, iOS",90,0.0,"Soulver — Smart calculator for Mac. Convert numbers, run quick calculations, and write in natural language.",https://www.soulver.com,https://setapp.com/apps/soulver
Speeko,"Mac, iOS",82,9.99,An app that helps you hone your public speaking skills through AI-powered coaching.,https://www.speeko.com,https://setapp.com/apps/speeko
Spotless,Mac,85,59.99,Spotless — Automate file organization on Mac. Let Spotless clean up your files based on your habits.,https://www.spotless.com,https://setapp.com/apps/spotless
Squash,Mac,94,19.99,"Squash — Image compression for Mac. Resize, convert, watermark, and optimize images without losing quality.",https://www.squash.com,https://setapp.com/apps/squash
Step Two,"Mac, iOS",80,59.99,"Step Two is a simple yet powerful security app for Mac, which makes using two-step verification easier than ever.",https://www.steptwo.com,https://setapp.com/apps/step-two
Substage,Mac,80,79.99,Substage — Natural-language command bar for Mac Finder. Type actions and let AI run terminal commands securely.,https://www.substage.com,https://setapp.com/apps/substage
Supercharge,Mac,85,14.99,"Supercharge — Mac productivity app to enhance Finder, clear notifications, and more.",https://www.supercharge.com,https://setapp.com/apps/supercharge
Swiftlylaunch,Mac,89,29.99,快速启动工具,https://www.swiftlylaunch.com,https://setapp.com/apps/swiftlylaunch
Swish,Mac,83,4.99,Swish — Gesture-based window manager for Mac. Control apps with intuitive trackpad moves.,https://www.swish.com,https://setapp.com/apps/swish
Tab Finder,Mac,85,39.99,浏览器标签页管理工具,https://www.tabfinder.com,https://setapp.com/apps/tab-finder
Taogit,Mac,93,79.99,"Try TaoGit, a Git client for macOS that helps overcome the gap between Git’s indispensable functionality and overly complex UX.",https://www.taogit.com,https://setapp.com/apps/taogit
Teacode,Mac,82,79.99,Save precious time while coding with just one hotkey. TeaCode inserts expanders into your code so you don’t have to repeat the same lines over and over.,https://www.teacode.com,https://setapp.com/apps/teacode
Teleprompter App,"Mac, iOS",84,0.0,Teleprompter App — Video recording tool for Mac. Display scripts while recording presentations.,https://www.teleprompterapp.com,https://setapp.com/apps/teleprompter-app
Textsniper,Mac,89,79.99,"TextSniper — Extract text from images, videos, and documents on Mac. The ultimate OCR tool for efficiency.",https://www.textsniper.com,https://setapp.com/apps/textsniper
Textsoap,Mac,82,2.99,"TextSoap is a text cleaner that eliminates manual checking for extra characters, improper capitalization, and other minor errors.",https://www.textsoap.com,https://setapp.com/apps/textsoap
Time Out,Mac,94,4.99,"Need help with planning your working hours? Try Time Out, a top-notch app that makes Pomodoro Technique work for you through customizable breaks.",https://www.timeout.com,https://setapp.com/apps/time-out
Timemator,"Mac, iOS",90,19.99,"Get a Mac app that streamlines time-tracking for you. Timemator will capture everything you do on Mac, helping you analyze how much time you spend working on your projects.",https://www.timemator.com,https://setapp.com/apps/timemator
Trickster,Mac,95,2.99,"Keep everything you work on close at hand with Trickster. This small menu bar utility helps you organize files, apps, and folders via smart file tracking.",https://www.trickster.com,https://setapp.com/apps/trickster
Tripsy,"Mac, iOS",82,39.99,Tripsy — Plan your next trip like a pro. Start planning on your Mac and edit later on your iPhone if needed.,https://www.tripsy.com,https://setapp.com/apps/tripsy
Unite,Mac,89,149.99,Turn websites into apps in a few clicks. Unite is a pro-level app creator with rich customization features and privacy settings.,https://www.unite.com,https://setapp.com/apps/unite
Uplife,Mac,80,59.99,生活方式和健康跟踪,https://www.uplife.com,https://setapp.com/apps/uplife
Wallcal,Mac,93,19.99,WallCal — Transparent calendar app for Mac. Keep your schedule visible on the desktop.,https://www.wallcal.com,https://setapp.com/apps/wallcal
Whisk,Mac,89,29.99,Whisk is a lightweight HTML and PHP editor with a live preview that updates as you type. Compatible with Big Sur and Apple Silicon.,https://www.whisk.com,https://setapp.com/apps/whisk
Whispertranscribe,Mac,85,39.99,语音转文字工具,https://www.whispertranscribe.com,https://setapp.com/apps/whispertranscribe
Widgetwall,Mac,88,14.99,桌面小部件工具,https://www.widgetwall.com,https://setapp.com/apps/widgetwall
Workspaces,Mac,92,59.99,Workspaces — Project manager for Mac to group resources and launch workflows with one click.,https://www.workspaces.com,https://setapp.com/apps/workspaces
World Clock Pro,"Mac, iOS",93,0.0,World Clock Pro — Global time app for Mac. Track multiple time zones at once with ease.,https://www.worldclockpro.com,https://setapp.com/apps/world-clock-pro
Yoink,Mac,82,2.99,"Accelerate what you do by moving files an app content like images from websites, or snippets from documents at a faster speed with Yoink, a drag-and-drop utility that builds a spot for your transitioning items on Mac.",https://www.yoink.com,https://setapp.com/apps/yoink
Keep It Shot,Mac,91,2.99,Keep It Shot — AI tool for Mac. Generate meaningful file names for screenshots and videos.,,https://setapp.com/apps/keep-it-shot
Mindnode Classic,Mac,90,0.0,思维导图和头脑风暴工具,https://mindnode.com/,https://setapp.com/apps/mindnode-classic
Paste,"Mac, iOS",92,39.99,"Paste — Extend your clipboard history on Mac and paste from anywhere, anytime. Ideal for quick extended copy-paste.",,https://setapp.com/apps/paste
Mockuuups Studio,Mac,75,4.99,Get Mockuuups Studio for Mac to create a professionally-looking showcase of a product or marketing materials. The large collection of pre-made scenes will keep your creativity flowing.,,https://setapp.com/apps/mockuuups-studio
Dialry,"Mac, iOS",94,9.99,Grab the top-rated digital diary on Setapp and start recording your life journey. Diarly has rich customization features and password protection to personalize your journaling.,,https://setapp.com/apps/diarly
Smmall Cloud,Mac,95,29.99,"Smmall Cloud — File sharing app for Mac. Drag, drop, and share files with analytics and branding.",,https://setapp.com/apps/smmall-cloud
Iboysoft Magicmenu,Mac,87,99.99,iBoysoft MagicMenu — Enhance your Mac’s right-click functionality. Access hidden options and streamline your workflow.,,https://setapp.com/apps/iboysoft-magicmenu
Iboysoft Ntfs For Mac,Mac,84,0.0,iBoysoft NTFS for Mac — Write to NTFS drives on Mac. Full NTFS read/write support for seamless data management.,,https://setapp.com/apps/iboysoft-ntfs-for-mac
Iflicks,Mac,77,19.99,iFlicks — Media transfer app for Mac. Convert and move videos and music to iTunes effortlessly.,,https://setapp.com/apps/iflicks
Imeetingx,Mac,83,0.0,"The full journey of meeting management in one spot. iMeetingX is a comprehensive solution for planning meetings, aligning them with tasks, and following up on meetings insights.",,https://setapp.com/apps/imeetingx
Ishowu,Mac,84,4.99,"Create high-quality recordings on your Mac screen (whole screen, individual windows, or just selected areas) with iShowU.",,https://setapp.com/apps/ishowu
Msecure,"Mac, iOS",80,0.0,mSecure — Password manager for Mac to store and sync sensitive data across devices.,,https://setapp.com/apps/msecure
N Track Studio,Mac,87,19.99,"n-Track Studio — Record, mix, and edit music on Mac. Perfect for musicians, podcasters, and audio engineers.",,https://setapp.com/apps/n-track-studio
Clobbr,Mac,82,0.0,"Clobbr — API testing tool for Mac. Load test, speed test, and customize endpoints easily.",,https://setapp.com/apps/clobbr
Getapi,Mac,89,99.99,"GetAPI — Clean and powerful API builder for Mac. Design, test, and debug REST APIs in one streamlined interface.",,https://setapp.com/apps/getapi
Focused Work,Mac,84,0.0,专注工作和时间管理,https://focusedwork.app/,https://setapp.com/apps/focused-work
Focused,Mac,95,4.99,Focused — Distraction-free writing app for Mac with Markdown support and HTML export.,,https://setapp.com/apps/focused
